,Company Name,Job Title,Location,Salary
5207,Duke University and Duke University Health System,RESEARCH ANALYST,"Durham, NC",
5208,BASF,"Scientist I, RTP","Research Triangle Park, NC",
5209,MI Bioresearch,"Scientist, Research and Development - Position in Ann Arbor...","Research Triangle Park, NC",
5210,Novozymes,Data Analysis Internship – Technical Service - Franklinton N...,"Franklinton, NC",
5211,BASF,"Scientist I, RTP","Research Triangle Park, NC",
5212,Sciome LLC,Data Scientist – Text-mining and Natural Language Processing,"Research Triangle Park, NC",
5213,Grifols: US,Research Scientist / Senior Research Scientist,"Raleigh, NC",
5214,Oak Ridge Associated Universities,Development of Complementary Assay Systems and Analysis Tech...,"Research Triangle Park, NC",
5215,MaxPoint,Consumer Insight Analyst,"Morrisville, NC 27560",
5216,"Inivata, Inc.",Computational Scientist,"Morrisville, NC 27560",
5217,MaxPoint,Senior Data Scientist - Geospatial Analytics,"Morrisville, NC 27560",
5218,MI Bioresearch,"Associate Scientist, Pharmacology Operations - Position in A...","Research Triangle Park, NC",
5219,Veredus,Data Scientist,"Raleigh, NC","$100,000 - $120,000 a year"
5220,Sciome LLC,Software Developer,"Research Triangle Park, NC",
5221,Oak Ridge Associated Universities,Geospatial and Social Media Analysis for Environmental Healt...,"Research Triangle Park, NC",
5222,BASF Corporation,"Sr. Scientist I, Regulatory Protein Analytics","Research Triangle Park, NC 27709",
5223,MI Bioresearch,"Scientist, Research and Development - Position in Ann Arbor...","Research Triangle Park, NC",
5224,Predictive Science,Data Scientist,United States,
5225,Sciome LLC,Data Scientist – Text-mining and Natural Language Processing,"Research Triangle Park, NC",
5226,BASF,"Scientist I, RTP","Research Triangle Park, NC",
5227,Novozymes,Data Analysis Internship – Technical Service - Franklinton N...,"Franklinton, NC",
5228,"Cisco Systems, Inc.",Data Scientist / Analyst - Marketing,"Raleigh, NC 27603",
5229,Lenovo,Senior Data Scientist,"Raleigh, NC 27616 (Northeast area)",
5230,CoreCompete,Senior Data Scientist,"Raleigh, NC",
5231,SAS Institute,Data Integration Developer,"Cary, NC",
5232,"Truven Health Analytics, an IBM Company",Sr. Director Predictive Modeling,"Raleigh, NC",
5233,Bayerjobs.com,Senior Scientist,"Raleigh, NC",
5234,JLL,"Analyst, Research","Raleigh, NC",
5235,United Therapeutics,Principal Statistical Programmer,"Research Triangle Park, NC",
5236,MaxPoint,Director of Data Science,"Morrisville, NC 27560",
5237,Duke University and Duke University Health System,RESEARCH ANALYST,"Durham, NC",
5238,MI Bioresearch,"Scientist, Research and Development - Position in Ann Arbor...","Research Triangle Park, NC",
5239,Predictive Science,Data Scientist,United States,
5240,Sciome LLC,Data Scientist – Text-mining and Natural Language Processing,"Research Triangle Park, NC",
5241,BASF,"Scientist I, RTP","Research Triangle Park, NC",
5242,Novozymes,Data Analysis Internship – Technical Service - Franklinton N...,"Franklinton, NC",
5243,Greene Resources,Programmer/Analyst,"Research Triangle Park, NC",
5244,"Interregional Med-Exec Group, Inc.",Analytics Manager (Medical Insurance),"Raleigh, NC",
5245,VHB,IT Service Specialist,"Raleigh, NC 27601 (Central area)",
5246,Wright Avenue Partners,Principal Statistical Programmer,"Research Triangle Park, NC",
5247,North Carolina Office of State Human Resources,Natural Science Research Curator II,"Wake County, NC","$42,667 - $69,177 a year"
5248,Patheon Inc.,"Manager, Data Systems Programmings and Analysis","Raleigh, NC",
5249,"Truven Health Analytics, an IBM Company",Research Analyst II - Child and Maternal Health,"Durham, NC",
5250,SUDDS Group,Web Application Developer,"Raleigh, NC 27606 (West area)",
5251,Duke University and Duke University Health System,LAB RESEARCH ANALYST II,"Durham, NC",
5252,Clorox,Burt's Bees Process Development Intern,"Durham, NC 27701",
5253,MI Bioresearch,"Scientist, Research and Development - Position in Ann Arbor...","Research Triangle Park, NC",
5254,Predictive Science,Data Scientist,United States,
5255,Sciome LLC,Data Scientist – Text-mining and Natural Language Processing,"Research Triangle Park, NC",
5256,BASF,"Scientist I, RTP","Research Triangle Park, NC",
5257,Novozymes,Data Analysis Internship – Technical Service - Franklinton N...,"Franklinton, NC",
5258,MaxPoint,Senior Data Scientist - Machine Learning,"Morrisville, NC 27560",
5259,ZP Group,Senior Statistical Programmer,"Durham, NC 27703","$90,000 - $120,000 a year"
5260,Duke University and Duke University Health System,RESEARCH ANALYST - Child & Family Mental Health,"Durham, NC",
5261,Oak Ridge Associated Universities,Geospatial Analyst,"Research Triangle Park, NC",$27.72 an hour
5262,DISYS,Programmer Analyst,"Durham, NC",
5263,"Truven Health Analytics, Inc. & Simpler Consulting",Research Analyst II,"Durham, NC",
5264,MaxPoint,Senior Consumer Insight Analyst,"Morrisville, NC 27560",
5265,Novella Clinical,Sr. Statistical Programmer,"Morrisville, NC 27560",
5266,Duke University and Duke University Health System,BIOSTATISTICIAN II,"Durham, NC",
5267,Grifols: US,Senior Associate Process Development Scientist/Engineer I -...,"Clayton, NC",
5268,MI Bioresearch,"Scientist, Research and Development - Position in Ann Arbor...","Research Triangle Park, NC",
5269,Predictive Science,Data Scientist,United States,
5270,BASF,"Scientist I, RTP","Research Triangle Park, NC",
5271,Sciome LLC,Data Scientist – Text-mining and Natural Language Processing,"Research Triangle Park, NC",
5272,Novozymes,Data Analysis Internship – Technical Service - Franklinton N...,"Franklinton, NC",
5273,SciMetrika,Statistical Modeler,"Research Triangle Park, NC 27709",
5274,MaxPoint,Senior Data Scientist - Signal Processing,"Morrisville, NC 27560",
5275,MI Bioresearch,"Scientist, Research and Development - Position in Ann Arbor...","Research Triangle Park, NC",
5276,"Applied Research Associates, Inc",3D Modeling & Simulation Developer,"Raleigh, NC 27615 (North area)",
5277,SUDDS Group,Backend Developer,"Raleigh, NC 27606 (West area)",
5278,All-In Analytics,Senior Machine Learning Data Scientist,"Research Triangle Park, NC","$140,000 - $160,000 a year"
5279,Seqirus A CSL Company,Senior Scientist - Analytical Development,"Holly Springs, NC",
5280,BlueLine Associates,Sr. Informatics Scientist - Multiple Positions,"Durham, NC",
5281,Duke University and Duke University Health System,RESEARCH TECHNICIAN II - DHVI,"Durham, NC",
5282,MaxPoint,Marketing Science Intern - Summer 2017,"Morrisville, NC 27560",
5283,MI Bioresearch,"Scientist, Research and Development - Position in Ann Arbor...","Research Triangle Park, NC",
5284,Predictive Science,Data Scientist,United States,
5285,Sciome LLC,Data Scientist – Text-mining and Natural Language Processing,"Research Triangle Park, NC",
5286,BASF,"Scientist I, RTP","Research Triangle Park, NC",
5287,Novozymes,Data Analysis Internship – Technical Service - Franklinton N...,"Franklinton, NC",
5288,Duke University and Duke University Health System,STATISTICIAN II,"Durham, NC",
5289,Wright Avenue Partners,Senior Statistician,"Research Triangle Park, NC",
5290,Clinical Solutions Group/ CSG Inc.,Principal Statistical Programmer,"Raleigh, NC 27617 (Central area)",
5291,RTI International,Senior Implementation Scientist,"Raleigh-Durham, NC",
5292,CDK Global,Account Sales Executive,"Raleigh, NC",
5293,"Almac Group, Inc",Sr. Statistician,"Durham, NC 27704",
5294,"SynteractHCR, Inc.",Senior Statistical Programmer,"Morrisville, NC 27560",
5295,Covance,Statistical Fellow,"Raleigh-Durham, NC",
5296,Sciome LLC,Senior Bioinformatics Scientist,"Research Triangle Park, NC",
5297,Precision BioSciences,Research Scientist - Bioanalytical Process Development,"Durham, NC",
5298,MI Bioresearch,"Scientist, Research and Development - Position in Ann Arbor...","Research Triangle Park, NC",
5299,Predictive Science,Data Scientist,United States,
5300,Sciome LLC,Data Scientist – Text-mining and Natural Language Processing,"Research Triangle Park, NC",
5301,BASF,"Scientist I, RTP","Research Triangle Park, NC",
5302,Novozymes,Data Analysis Internship – Technical Service - Franklinton N...,"Franklinton, NC",
5303,Duke University and Duke University Health System,LAB RESEARCH ANALYST I (OPTICAL),"Durham, NC",
5304,SAS Institute,Numerical Research Statistician Developer,"Cary, NC",
5305,Vistronix,Data Curator,"Raleigh, NC",
5306,Duke University and Duke University Health System,RESEARCH TECHNICIAN II,"Durham, NC",
5307,Novozymes,Data Analysis Internship – Technical Service - Franklinton N...,"Franklinton, NC",
5308,Belcan TechServices,Lab Data Management Technician,"Clayton, NC",
5309,Duke University and Duke University Health System,"ANALYST, IT, SR - Maestro Care Research","Durham, NC",
5310,InVentiv Health Clinical,TMF Specialist,"Research Triangle Park, NC",
5311,SciMetrika,Bioinformatics/Biostatistician,"Research Triangle Park, NC 27709",
5312,AAIPHARMA,"Sr. Scientist, Analytical Chemistry","Durham, NC 27703",
5313,MI Bioresearch,"Scientist, Research and Development - Position in Ann Arbor...","Research Triangle Park, NC",
5314,Predictive Science,Data Scientist,United States,
5315,Sciome LLC,Data Scientist – Text-mining and Natural Language Processing,"Research Triangle Park, NC",
5316,BASF,"Scientist I, RTP","Research Triangle Park, NC",
5317,Novozymes,Data Analysis Internship – Technical Service - Franklinton N...,"Franklinton, NC",
5318,"Ateb, Inc.",Senior Statistician and SAS Developer Opportunity!,"Wake Forest, NC",
5319,Novan,"Prinicpal Scientist, Drug Substance CMC","Durham, NC 27703",
5320,Advance Auto Parts,"VP, Enterprise Analytics","Raleigh, NC",
5321,NC State University,Research Technician,"Raleigh, NC",
5322,Social & Scientific Systems Inc.,Statistician,"Durham, NC 27703",
5323,Duke University,Postdoctoral Associate (machine learning or computer vision),"Durham, NC",
5324,Wright Avenue Partners,Senior Statistical Programmer,"Research Triangle Park, NC",
5325,Merck,"Oncology Senior Medical Writer (Remote based- NC, SC, GA, TN...","Raleigh, NC",
5326,"Phil Ellis Associates, Inc.",Sr. QC Scientist,"Raleigh, NC",
5327,Genetron Health,Research support scientist/manager,"Durham, NC 27709",
5328,MI Bioresearch,"Scientist, Research and Development - Position in Ann Arbor...","Research Triangle Park, NC",
5329,Predictive Science,Data Scientist,United States,
5330,BASF,"Scientist I, RTP","Research Triangle Park, NC",
5331,Sciome LLC,Data Scientist – Text-mining and Natural Language Processing,"Research Triangle Park, NC",
5332,Novozymes,Data Analysis Internship – Technical Service - Franklinton N...,"Franklinton, NC",
5333,Clinical Solutions Group,Sr. Statistical Programmer,"Research Triangle Park, NC",
5334,"Applied Research Associates, Inc",Algorithm Development Systems Engineer,"Raleigh, NC 27615 (North area)",
5335,Modis,"Application Developer Direct Hire Job in Raleigh, Nc","Durham, NC 27709","$75,000 - $95,000 a year"
5336,Worldwide Clinical Trials,Statistical Programmer,"Morrisville, NC 27560",
5337,GeneCentric,Bioinformatics Scientist,"Durham, NC",
5338,Oak Ridge Associated Universities,EPA Vehicle Statistical Analysis Support (Part Time),"Research Triangle Park, NC",$20.65 an hour
5339,SAS Institute,Statistical Software Opportunities (JSM Conference 2016),"Cary, NC",
5340,Sciome LLC,Computational Toxicology Scientist,"Research Triangle Park, NC",
5341,aWhere,Applied Statistics Internship –,"Durham, NC",
5342,"Foundation Medicine, Inc.",LIMS and Lab Applications Support Engineer (North Carolina),"Morrisville, NC 27560",
5343,MI Bioresearch,"Scientist, Research and Development - Position in Ann Arbor...","Research Triangle Park, NC",
5344,Predictive Science,Data Scientist,United States,
5345,MI Bioresearch,"Scientist, Research and Development - Position in Ann Arbor...","Research Triangle Park, NC",
5346,Sciome LLC,Data Scientist – Text-mining and Natural Language Processing,"Research Triangle Park, NC",
5347,Sciome LLC,Data Scientist – Text-mining and Natural Language Processing,"Research Triangle Park, NC",
5348,aWhere,Agronomic Modeler –,"Durham, NC",
5349,HDR,Senior Process Control Systems Programmer,"Raleigh, NC 27612 (Northwest area)",
5350,"Geosyntec Consultants, Inc.",Entry-Level Environmental Engineer or Scientist,"Raleigh, NC",
5351,First Citizens Bank,Research Analyst II - Fixed Income Job,"Raleigh, NC",
5352,North Carolina State University,"Assistant, Associate or Full Professor","Raleigh, NC",
5353,QuintilesIMS,Statistical Programmer 1,"Research Triangle Park, NC",
5354,Catalent Pharma Solutions,Lead Scientist (Inhaled Product Development),"Morrisville, NC",
5355,INC Research,Senior Statistical Programmer - SDTM,"Raleigh, NC",
5356,PHASTAR,Principal Statistician,"Morrisville, NC",
5357,Novozymes,Data Analysis Internship – Technical Service - Franklinton N...,"Franklinton, NC",
5358,BASF,"Scientist I, RTP","Research Triangle Park, NC",
5359,Predictive Science,Data Scientist,United States,
5360,Sciome LLC,Data Scientist – Text-mining and Natural Language Processing,"Research Triangle Park, NC",
5361,Novozymes,Data Analysis Internship – Technical Service - Franklinton N...,"Franklinton, NC",
5362,BASF,"Scientist I, RTP","Research Triangle Park, NC",
5363,ZP Group,Principal Statistical Programmer,"Cary, NC 27513",
5364,BioAgilytix,Bioanalytical Project Manager,"Durham, NC 27713",
5365,"MOUNTAIN, LTD",Clinical Scientist,"Durham, NC",$25 an hour
5366,"Cisco Systems, Inc.",Data Scientist (Procurement),"Raleigh, NC 27603",
5367,Global Recruiters Of The Cape,MACHINE LEARNING/COMPUTER VISION SCIENTIST,"Durham, NC",
5368,Syngenta,R&D and Data Analytics Internship,"Durham, NC",
5369,North Carolina State University,Graduate Research Traineeship Program Coordinator,"Raleigh, NC",
5370,PHASTAR,Senior Statistician - Vaccines experience,"Morrisville, NC",
5371,Oak Ridge Associated Universities,EPA Computational Biologist (Environmental & Marine Science...,"Research Triangle Park, NC",$20.65 an hour
5372,SciMetrika,Postdoctoral Fellows and Staff Scientists,"Research Triangle Park, NC 27709",
5373,MI Bioresearch,"Scientist, Research and Development - Position in Ann Arbor...","Research Triangle Park, NC",
5374,Predictive Science,Data Scientist,United States,
5375,BASF,"Scientist I, RTP","Research Triangle Park, NC",
5376,Sciome LLC,Data Scientist – Text-mining and Natural Language Processing,"Research Triangle Park, NC",
5377,Novozymes,Data Analysis Internship – Technical Service - Franklinton N...,"Franklinton, NC",
5378,Chenega Corporation,Cheminformatics Specialist,"Raleigh, NC",
5379,K4Connect Inc,Senior Frontend Engineer,"Raleigh, NC",
5380,RTI International,"Implementation Scientist, Public Health","Raleigh-Durham, NC",
5381,Greene Resources,"Systems Analyst, Business & Process Development","Research Triangle Park, NC",
5382,PHASTAR,Principal Statistician - Vaccines Experience,"Morrisville, NC",
5383,"Resolvit, LLC",Data Scientist,"Raleigh, NC",
5384,Oak Ridge Associated Universities,EPA IT Infrastructure Assistant,"Research Triangle Park, NC",$20.65 an hour
5385,KBI Biopharma,Data Reviewer/Sr. Research Associate/Scientist I (Temp to Hi...,"Durham, NC 27709",
5386,Wright Avenue Partners,Principal Statistician,"Research Triangle Park, NC",
